Alabama,1.158
Alaska,2.056
Arizona,2.2383333333333333
Arkansas,1.108888888888889
California,2.5025000000000004
Colorado,2.4925
Connecticut,2.3716666666666666
Delaware,1.9600000000000002
District of Columbia,3.4255555555555555
Florida,1.8695833333333336
Georgia,1.6042857142857139
Hawaii,2.1700000000000004
Idaho,1.1275
Illinois,1.8665217391304347
Indiana,1.1677777777777778
Iowa,1.03
Kansas,1.2133333333333334
Kentucky,1.5171428571428573
Louisiana,1.7974999999999999
Maine,1.7109999999999999
Maryland,1.504
Massachusetts,2.697142857142857
Michigan,1.2972727272727274
Midwest,1.43
Minnesota,1.44
Mississippi,1.06
Missouri,1.2239999999999998
Montana,1.5799999999999998
Nebraska,1.2937499999999997
Nevada,1.7583333333333335
New Hampshire,2.78625
New Jersey,1.826
New Mexico,1.9774999999999998
New York,2.5735294117647056
North Carolina,1.7566666666666666
North Dakota,1.116
Northeast,2.25
Ohio,1.533181818181818
Oklahoma,1.0425
Oregon,2.46
Pennsylvania,1.6242857142857143
Rhode Island,2.57875
South,1.53
South Carolina,1.4739999999999998
South Dakota,0.9783333333333332
Tennessee,1.48875
Texas,1.4725000000000001
Total United States,1.8
Utah,0.8911111111111111
Vermont,2.884
Virginia,1.455
Washington,1.7833333333333332
West,2.23
West Virginia,1.2871428571428574
Wisconsin,1.477142857142857
Wyoming,1.331
