Alabama,9.282
Alaska,23.18
Arizona,12.049999999999999
Arkansas,11.22
California,16.200000000000003
Colorado,22.6125
Connecticut,15.066666666666665
Delaware,14.7
District of Columbia,24.177777777777777
Florida,13.36458333333333
Georgia,11.8
Hawaii,14.8
Idaho,11.54875
Illinois,12.853478260869567
Indiana,13.688888888888888
Iowa,9.175714285714287
Kansas,10.959999999999999
Kentucky,12.185714285714287
Louisiana,11.85375
Maine,19.970000000000002
Maryland,15.089999999999998
Massachusetts,18.771428571428572
Michigan,15.172727272727274
Midwest,12.8
Minnesota,12.264285714285716
Mississippi,9.1925
Missouri,13.4
Montana,15.966666666666669
Nebraska,10.08875
Nevada,12.883333333333333
New Hampshire,17.85
New Jersey,12.179999999999998
New Mexico,15.4125
New York,14.947058823529412
North Carolina,11.939333333333334
North Dakota,9.221
Northeast,14.8
Ohio,12.104090909090907
Oklahoma,10.7975
Oregon,20.87142857142857
Pennsylvania,12.271428571428572
Rhode Island,19.95
South,11.6
South Carolina,11.318
South Dakota,11.028333333333334
Tennessee,11.655000000000001
Texas,10.0735
Total United States,13.5
Utah,8.982222222222223
Vermont,20.660000000000004
Virginia,11.498333333333335
Washington,18.583333333333336
West,16.1
West Virginia,10.989999999999998
Wisconsin,12.271428571428572
Wyoming,10.965
